window_index,start_time_sec,end_time_sec,rms_energy,zero_crossing_rate,spectral_centroid_hz,spectral_rolloff_hz,band_energy_0_500,band_energy_500_2000,band_energy_2000_5000,band_energy_5000_10000
249,12.45,12.55,6188.089747,0.017295,1123.82,1440.0,37748.530702,41600.379474,5240.804349,1237.157483
250,12.5,12.6,6278.377599,0.017712,1341.8,1550.0,42750.470606,37547.907053,5578.451242,1944.467545
251,12.55,12.65,5624.758435,0.017504,878.32,1300.0,38947.77377,36497.592515,3692.35854,613.33158
252,12.6,12.7,4985.562268,0.020213,1248.66,1570.0,33459.006401,37636.817941,4509.058683,1308.468563
253,12.65,12.75,4743.047003,0.022921,952.54,1480.0,31066.650615,37782.216325,4386.163091,575.988412
254,12.7,12.8,5042.145722,0.020421,887.99,1430.0,32235.27288,35756.444817,4540.510174,463.237426
255,12.75,12.85,5495.736775,0.017712,1446.85,1680.0,37837.848181,34564.373679,5221.872606,2019.214136
256,12.8,12.9,5962.605722,0.016462,1665.51,1800.0,36412.269891,37446.594652,4958.49522,2689.60508
257,12.85,12.95,5967.497271,0.015003,1068.56,1320.0,36591.005738,34456.151711,3553.569423,1043.279212
258,12.9,13.0,5116.768367,0.017712,2410.3,3940.0,33930.910948,35033.68652,7480.704241,4592.962409
259,12.95,13.05,4858.035824,0.021254,1315.16,1570.0,32229.926505,33924.514768,4442.824974,1468.592336
260,13.0,13.1,5128.86864,0.019587,1435.89,1630.0,33348.797688,30190.512604,4091.675773,1830.954027
261,13.05,13.15,4968.929182,0.01542,1207.17,1430.0,32324.174018,30168.275747,3611.129428,1245.916024
262,13.1,13.2,4914.930298,0.013544,1918.5,2380.0,30573.148545,30299.776504,5318.319875,2824.310968
263,13.15,13.25,4616.145782,0.015003,1337.64,1610.0,32330.385903,26673.254053,4274.364256,1400.528105
264,13.2,13.3,4556.072348,0.016879,1713.15,1910.0,32951.98335,27580.876058,4308.493099,2359.547343
265,13.25,13.35,4753.989848,0.017712,1104.77,1370.0,33443.891569,26779.217505,3388.8988,1009.727592
266,13.3,13.4,5075.540434,0.017295,1022.67,1370.0,35101.133218,30237.955682,3800.269901,832.812669
267,13.35,13.45,5126.577576,0.016879,1590.83,1730.0,34565.448711,31812.573806,4659.364976,2240.9721
268,13.4,13.5,4566.692516,0.018546,1252.77,1520.0,30190.865544,29057.64631,4060.001403,1200.032611
269,13.45,13.55,4286.998176,0.020421,1137.06,1500.0,27657.401775,28209.735005,4078.182122,853.849276
270,13.5,13.6,4274.205371,0.01792,740.07,1270.0,25586.916028,25427.100234,3211.247818,281.891106
271,13.55,13.65,4146.639397,0.019171,1773.33,2000.0,26740.807398,26592.592689,4077.368444,2164.70589
272,13.6,13.7,3599.46983,0.02313,1359.97,1590.0,23871.070182,25897.858665,3111.85711,1139.10662
273,13.65,13.75,3636.61676,0.020838,758.53,1300.0,22192.050167,24596.152475,2394.436838,244.418727
274,13.7,13.8,3670.977911,0.019587,925.97,1260.0,26191.963878,23155.300848,2561.650046,506.230946
275,13.75,13.85,3820.394554,0.018129,1006.17,1380.0,27497.261655,24696.464502,3024.420697,633.152692
276,13.8,13.9,3852.382031,0.020004,770.04,1270.0,27438.816665,25211.578222,2917.874363,255.08179
277,13.85,13.95,3723.587363,0.020629,1056.21,1360.0,25728.837342,24501.319561,2818.709243,687.678004
278,13.9,14.0,3954.461778,0.01667,727.17,1260.0,26283.046112,25270.498516,2797.114666,211.086076
279,13.95,14.05,3794.094565,0.01792,1008.18,1370.0,23950.816881,26024.338332,2936.529431,594.124267
280,14.0,14.1,3616.240158,0.020213,853.31,1180.0,24119.106474,24072.198344,2332.024249,362.851724
281,14.05,14.15,3485.215994,0.018962,1208.86,1380.0,22561.119067,24300.153146,2565.90219,878.211849
282,14.1,14.2,3487.310472,0.017712,862.63,1280.0,21947.571476,23415.826919,2185.748281,337.065767
283,14.15,14.25,3448.093799,0.01792,1092.61,1360.0,20225.171048,22639.41368,2228.005555,617.239246
284,14.2,14.3,3168.899873,0.018754,1142.01,1440.0,20022.533194,23117.064616,2692.353059,645.003526
285,14.25,14.35,3416.500575,0.018337,933.48,1360.0,22120.981517,21182.612797,2484.480498,395.082376
286,14.3,14.4,3363.602084,0.018546,1533.0,1700.0,21537.73991,18633.863201,2696.43472,1238.833838
287,14.35,14.45,3303.197852,0.021254,764.44,1310.0,22519.239959,19672.097628,2166.46791,191.761356
288,14.4,14.5,3220.597043,0.021046,2084.72,2710.0,22274.9487,20963.178576,3429.521934,2277.408223
289,14.45,14.55,3102.50034,0.020213,1472.82,1650.0,18988.116507,19414.825268,2315.545237,1073.875496
290,14.5,14.6,2915.030225,0.02188,2037.28,2500.0,18422.274259,19701.864554,3402.455516,1903.578678
291,14.55,14.65,2592.405588,0.019171,766.86,1300.0,18135.392061,18366.673098,2065.784176,150.3302
292,14.6,14.7,3014.918164,0.018129,1213.63,1480.0,18239.963794,21212.797853,2419.061594,706.167408
293,14.65,14.75,2987.907351,0.019379,980.59,1330.0,19408.687819,20346.58632,2039.646371,414.653603
294,14.7,14.8,3096.866808,0.019171,878.35,1290.0,20139.878239,20193.15294,2086.588684,314.402036
295,14.75,14.85,3558.72291,0.019171,760.59,1180.0,21169.342259,22421.941799,2016.596384,195.371847
296,14.8,14.9,3492.393326,0.019379,1733.93,1970.0,21042.242522,22630.478616,3315.16437,1719.115449
297,14.85,14.95,3074.990193,0.020421,1016.08,1380.0,18685.622929,22087.471306,2376.71212,447.312686
298,14.9,15.0,2915.332188,0.018129,1928.69,2300.0,18405.490999,20425.242077,3216.615795,1786.669827
299,14.95,15.05,2894.967147,0.021254,1126.73,1380.0,19388.462328,20142.976158,2280.1856,598.141632
300,15.0,15.1,2759.073371,0.025005,778.35,1300.0,17678.329714,20115.981608,2203.21633,151.313145
301,15.05,15.15,2898.025149,0.018962,1663.43,1840.0,17974.50574,20055.889574,2849.114693,1320.706701
302,15.1,15.2,3377.112862,0.016045,1329.11,1560.0,21344.354982,20260.234618,2757.968768,971.781579
303,15.15,15.25,3581.851417,0.01542,910.93,1300.0,22848.425882,18932.194192,2355.47565,415.530041
304,15.2,15.3,3024.843485,0.018129,1215.81,1430.0,19835.37076,19123.034804,2217.296447,751.622178
305,15.25,15.35,3052.12694,0.021046,2092.49,2680.0,20053.071761,20628.907237,3619.163242,2153.127359
306,15.3,15.4,3247.131614,0.021671,978.08,1350.0,20553.510043,22381.834463,2212.369306,431.500995
307,15.35,15.45,3097.316777,0.021046,1833.49,2030.0,19543.27979,22629.287945,3162.437627,1754.08632
308,15.4,15.5,3679.424879,0.016879,1371.49,1590.0,21910.755371,22135.952666,2711.600253,1092.271215
309,15.45,15.55,3964.286354,0.01542,919.93,1300.0,25088.961546,21590.39762,2213.678918,467.723484
310,15.5,15.6,4546.165284,0.014586,1083.09,1330.0,27780.42574,20659.254843,2535.079037,815.96678
311,15.55,15.65,4641.131346,0.014795,1315.4,1530.0,31313.382709,20464.368482,3135.392931,1311.615792
312,15.6,15.7,3930.953271,0.015837,1067.08,1360.0,27280.274022,20829.031352,2963.673187,749.982187
313,15.65,15.75,3979.169678,0.016253,896.01,1280.0,24756.917886,24270.908226,2769.402526,433.619307
314,15.7,15.8,4288.433235,0.017504,739.0,1250.0,23813.495267,27189.58913,2438.285921,263.498214
315,15.75,15.85,4380.260188,0.01542,1325.64,1530.0,26052.806861,24368.983351,2897.871565,1233.562938
316,15.8,15.9,4323.473215,0.015212,972.52,1250.0,27151.939233,24491.068781,2376.740736,649.234032
317,15.85,15.95,4374.917332,0.015212,1800.6,1980.0,25790.322073,23803.251506,3444.59585,2116.100792
318,15.9,16.0,4464.395655,0.012503,1534.21,1680.0,28575.926026,21588.51159,3180.268313,1689.672043
319,15.95,16.05,4800.121989,0.012503,1000.69,1300.0,28759.373734,21974.863801,2293.655657,748.573318
320,16.0,16.1,5387.580339,0.013336,1375.42,1520.0,33894.194374,27820.499069,3779.586612,1674.617861
321,16.05,16.15,5655.597836,0.013336,719.16,1140.0,34063.32156,27906.504812,3216.944804,344.886041
322,16.1,16.2,5488.224484,0.014795,1014.55,1260.0,33574.928734,25194.587418,2948.830173,845.289866
323,16.15,16.25,5709.856919,0.013336,1732.57,1960.0,34466.340862,26220.302902,4341.936438,2500.186928
324,16.2,16.3,5922.034853,0.011669,923.33,1390.0,34248.336723,23387.920696,3552.511157,653.035974
325,16.25,16.35,5621.901256,0.012919,1331.42,1590.0,32279.654089,25256.845613,3976.211817,1444.710253
326,16.3,16.4,5814.308448,0.011044,1908.62,2300.0,35059.82897,26117.435862,4791.703555,2929.851701
327,16.35,16.45,6361.521379,0.008543,1445.32,1620.0,36684.569893,25120.417613,3905.807695,1891.625357
328,16.4,16.5,6806.990602,0.009169,1205.05,1360.0,39685.518625,28804.907106,3769.139838,1499.589302
329,16.45,16.55,7590.856203,0.011252,1143.86,1330.0,40637.755687,29711.329803,3691.145748,1397.863104
330,16.5,16.6,7598.434915,0.009585,760.84,1210.0,43156.686138,29778.86062,2958.68467,506.339767
331,16.55,16.65,7366.12358,0.007085,683.12,1210.0,41974.997773,28001.4322,2816.623208,380.963029
332,16.6,16.7,7860.790215,0.006876,938.44,1300.0,40955.721311,24879.918729,3590.988516,899.143548
333,16.65,16.75,7919.910622,0.008543,1796.73,2170.0,39742.029842,26203.18629,5139.303655,2914.313151
334,16.7,16.8,7701.171348,0.008335,1289.68,1490.0,41343.305752,25502.993762,3637.226243,1775.74691
335,16.75,16.85,7809.639637,0.006251,1058.32,1370.0,44426.898761,24073.312792,3766.298972,1277.221224
336,16.8,16.9,8009.663961,0.005001,660.04,1130.0,44958.109221,25866.4749,3179.506626,349.556338
337,16.85,16.95,7804.163017,0.005626,1759.71,2150.0,43926.848096,27540.513481,5806.584466,3095.586829
338,16.9,17.0,8053.551643,0.007293,1751.79,2100.0,42836.247437,31630.106269,5856.817784,3162.797962
339,16.95,17.05,8908.415035,0.008752,661.09,1090.0,48475.331509,33083.021141,3306.678735,393.924831
340,17.0,17.1,9388.854917,0.007502,804.08,1110.0,50867.078681,30049.047338,3313.311614,786.769591
341,17.05,17.15,9095.146085,0.007502,842.26,1150.0,44983.700564,27851.734067,3235.847311,789.453392
342,17.1,17.2,8933.486578,0.008543,1674.82,1850.0,41439.21626,30712.43535,4733.935743,2844.979249
343,17.15,17.25,9022.798125,0.006876,1307.64,1550.0,44208.429101,36105.155221,4326.790373,1914.241119
344,17.2,17.3,9532.568803,0.005835,1436.84,1580.0,47222.033089,37612.941105,4986.364135,2481.374772
345,17.25,17.35,10032.509229,0.006668,938.43,1240.0,47504.348779,33912.791793,4413.068825,1024.766088
346,17.3,17.4,10946.483823,0.006668,618.57,1180.0,57080.207142,33466.272197,4639.08562,450.29584
347,17.35,17.45,10977.449523,0.005626,1400.24,1610.0,57275.220829,29934.040316,5238.511499,2714.931734
348,17.4,17.5,10489.602016,0.00646,2019.33,3030.0,55949.231097,26486.772582,6635.199342,4719.359015
349,17.45,17.55,10375.046836,0.006668,602.7,1120.0,51597.763564,27682.732654,3244.925059,431.771117
350,17.5,17.6,10731.548035,0.005001,1328.43,1530.0,62183.422203,31429.714237,5364.862972,2636.932706
351,17.55,17.65,11576.262308,0.006251,687.73,1190.0,61544.8429,34324.337569,4200.916189,639.290338
352,17.6,17.7,11425.195613,0.006668,971.61,1230.0,60213.590473,35256.507919,4563.422763,1457.262849
353,17.65,17.75,11546.018659,0.004376,1367.09,1580.0,63496.061889,34037.357749,5593.930762,2844.026256
354,17.7,17.8,12401.881937,0.004793,1825.09,2230.0,62771.891082,33640.010321,7221.315324,4531.156098
355,17.75,17.85,12623.968419,0.006251,1330.27,1480.0,60462.735058,35576.946568,5873.69254,2679.324115
356,17.8,17.9,12900.36091,0.005835,638.61,1180.0,57695.653959,35970.687321,4506.969989,411.492597
357,17.85,17.95,12870.929747,0.005418,1681.62,1970.0,63053.011654,35658.389326,6987.213124,4103.065301
358,17.9,18.0,12665.959754,0.005835,857.06,1250.0,57047.806,34280.698135,6039.344465,959.485639
359,17.95,18.05,12766.155111,0.004584,782.29,1230.0,58494.093911,36496.451612,5728.736329,800.210102
360,18.0,18.1,12741.793843,0.003959,1643.03,1820.0,57990.941243,37251.888281,5980.002269,3737.129705
361,18.05,18.15,13520.128553,0.006043,912.51,1240.0,60652.646401,36257.767028,4822.735452,1288.934127
362,18.1,18.2,13555.11736,0.004584,601.87,1110.0,64260.167265,33148.439583,5011.266294,472.443621
363,18.15,18.25,13169.753479,0.002917,987.41,1300.0,66242.464942,30279.115595,4944.55329,1730.819283
364,18.2,18.3,13560.443822,0.005626,2443.49,4740.0,69176.617146,34478.638837,10987.007739,7839.778256
365,18.25,18.35,14217.299363,0.005209,2110.33,3400.0,74990.726366,38083.262381,9200.735262,6937.878787
366,18.3,18.4,13787.975628,0.005418,744.7,1180.0,70070.390349,36243.075024,4828.301801,1049.605596
367,18.35,18.45,13851.548656,0.007085,626.78,1160.0,71864.516288,34187.021686,4522.663297,522.727572
368,18.4,18.5,14646.804374,0.006043,2141.03,3430.0,78565.98493,37795.976056,9821.47158,7113.297106
369,18.45,18.55,14496.501811,0.005626,1663.98,1830.0,70821.841543,44586.85046,6993.145297,4608.903838
370,18.5,18.6,14414.437534,0.004168,627.87,1190.0,63901.598742,40705.610927,4200.531533,538.529588
371,18.55,18.65,14285.392594,0.003334,1683.67,1910.0,60013.18929,35310.310111,6436.850444,3945.408303
372,18.6,18.7,13916.184985,0.005418,1495.53,1660.0,59529.082317,38023.894048,5814.427309,3261.335943
373,18.65,18.75,15025.753818,0.005418,1366.79,1470.0,72651.852775,38295.941962,6174.260383,3388.864034
374,18.7,18.8,15272.916745,0.004793,2230.63,3840.0,79558.264004,38811.710889,10747.823817,7769.64773
375,18.75,18.85,14314.834395,0.003959,1638.97,1780.0,69896.900717,39656.397516,6834.112393,4322.902353
376,18.8,18.9,14588.932103,0.005418,1448.44,1720.0,66861.480595,40039.895639,6678.227212,3413.845208
377,18.85,18.95,15117.696972,0.005835,664.25,1140.0,70786.365169,37840.702187,4606.920109,849.774886
378,18.9,19.0,15779.170431,0.004168,1503.26,1670.0,77398.423128,34998.456563,6629.073977,4065.703627
379,18.95,19.05,16330.974757,0.005001,1236.17,1350.0,78522.148406,35052.286531,5868.338407,3096.381028
380,19.0,19.1,16656.092646,0.003542,1636.11,1910.0,78376.964876,34966.691856,7460.868019,4670.244233
381,19.05,19.15,16027.185751,0.003751,1483.38,1650.0,74743.694295,36895.422311,6875.839794,3970.974483
382,19.1,19.2,15471.875355,0.005835,943.35,1230.0,70302.173024,37690.387734,5471.497596,1655.553693
383,19.15,19.25,15516.803683,0.005001,834.83,1150.0,75160.153227,33387.776881,4973.916771,1370.260751
384,19.2,19.3,15700.533402,0.005209,2538.28,5080.0,79589.71211,39745.307768,14101.157679,9545.217856
385,19.25,19.35,15774.568149,0.004376,2187.04,3570.0,76254.072003,40346.876984,11672.650314,7408.45791
386,19.3,19.4,16242.441244,0.003751,1124.71,1350.0,72271.989165,34501.728262,5741.714563,2348.729897
387,19.35,19.45,16199.807713,0.004168,532.79,1080.0,70508.543793,30719.17469,4910.385978,420.175388
388,19.4,19.5,15101.703239,0.002917,1296.46,1540.0,65492.632525,31817.61901,6445.410511,2696.423938
389,19.45,19.55,14205.89558,0.004584,1635.61,1920.0,60898.984126,33983.491878,6951.637527,3766.0011
390,19.5,19.6,13955.682921,0.00646,1747.57,2090.0,63959.217799,36451.429457,7476.79381,4498.235602
391,19.55,19.65,14644.50768,0.006043,1906.11,2510.0,71565.971053,40878.200096,9134.76003,5712.819983
392,19.6,19.7,15203.159695,0.003751,2072.72,3210.0,71211.182444,36062.463521,9390.623842,6265.441943
393,19.65,19.75,15556.956438,0.003334,733.09,1160.0,73541.811351,29692.323594,3804.205229,921.355323
394,19.7,19.8,15416.632597,0.004793,2541.79,5190.0,72590.07634,30963.1005,12266.53715,8399.38569
395,19.75,19.85,15941.646865,0.005626,2323.28,4320.0,78073.041731,34824.862549,11893.67519,8091.741151
396,19.8,19.9,16107.321826,0.006668,1563.69,1700.0,80057.843505,36688.86398,6787.604886,4546.471508
397,19.85,19.95,15849.816961,0.005001,990.68,1260.0,72844.591862,33006.588877,4919.402219,1922.164774
398,19.9,20.0,15679.610867,0.003334,1723.55,2040.0,74530.134523,38835.739659,7801.735361,5022.908013
399,19.95,20.05,15002.594202,0.003334,772.75,1100.0,71386.140442,35864.625255,3832.663235,1282.943856
400,20.0,20.1,15175.945078,0.003959,1275.87,1420.0,75363.75472,33864.317653,5514.715656,3050.423947
401,20.05,20.15,14921.613321,0.004793,1596.65,1780.0,63475.180275,34146.343089,6245.647285,3776.49648
402,20.1,20.2,15659.183427,0.004584,1076.46,1230.0,66110.733063,34946.018604,4723.672421,2037.816241
403,20.15,20.25,15721.612284,0.004584,1717.97,2040.0,68710.636707,34857.024161,7242.600585,4565.539059
404,20.2,20.3,15738.808529,0.005418,530.77,1030.0,69749.235669,31735.320478,3868.344102,389.755147
405,20.25,20.35,15962.670894,0.004376,2158.56,3650.0,77173.132782,33126.978138,9921.264369,7037.465698
406,20.3,20.4,14842.237373,0.003542,2119.93,3440.0,74500.788509,33672.750901,9440.044404,6638.73603
407,20.35,20.45,15066.407872,0.004168,1057.79,1270.0,68346.528922,29926.246482,4095.331685,2036.256263
408,20.4,20.5,15458.631616,0.002917,492.87,900.0,66883.596695,24184.652319,2779.839766,588.676916
409,20.45,20.55,14641.582005,0.002501,763.02,1000.0,68008.085812,23508.62299,3279.348418,1146.865693
410,20.5,20.6,13925.102103,0.005209,1277.16,1370.0,63147.699726,26685.411535,4304.234591,2529.854657
411,20.55,20.65,13809.284287,0.004376,2080.12,3320.0,65489.954629,31167.234712,8124.905691,5803.003057
412,20.6,20.7,14271.1695,0.002917,1635.8,1860.0,69845.93894,29705.569146,6438.567146,4186.859425
413,20.65,20.75,14251.360682,0.002501,617.72,1040.0,68317.446194,25371.265942,3847.668135,592.785534
414,20.7,20.8,13387.084693,0.002292,2062.34,3160.0,62147.95854,28841.717655,7677.187899,5321.090499
415,20.75,20.85,12740.716275,0.004376,1524.71,1640.0,55688.408824,29900.583235,5192.549328,3101.357459
416,20.8,20.9,11778.352135,0.004584,655.07,1160.0,49402.74607,28508.09586,3696.296712,429.424148
417,20.85,20.95,12407.108978,0.003751,1737.37,2060.0,47420.078825,28131.403287,5774.976412,3291.134142
418,20.9,21.0,13131.407594,0.002917,1576.21,1730.0,49819.099025,28020.685142,4655.122207,2950.037092
419,20.95,21.05,12349.599427,0.002917,668.3,1090.0,48476.134844,26736.984576,2968.415709,500.449486
420,21.0,21.1,12289.086263,0.003751,871.76,1050.0,55536.984331,24971.167264,3125.591097,1184.671754
421,21.05,21.15,12523.448887,0.003542,2090.99,3380.0,59010.433167,24090.386809,7265.601677,5064.976615
422,21.1,21.2,11737.145017,0.004376,2598.24,5430.0,52313.993766,24544.201222,9186.556983,6457.121416
423,21.15,21.25,11498.782705,0.003751,2089.31,3370.0,50234.504601,20139.28552,7128.13191,4296.278616
424,21.2,21.3,11310.574356,0.002501,1366.73,1540.0,46526.92109,20087.93339,3904.386781,2141.678741
425,21.25,21.35,10943.393073,0.003542,2303.81,4210.0,50974.879535,22297.847582,7158.84446,5142.603629
426,21.3,21.4,11066.992809,0.003126,1677.23,1970.0,54682.392793,21213.510081,4988.567285,3349.710071
427,21.35,21.45,11230.330914,0.002501,1570.96,1760.0,52716.694964,18816.227442,4457.331948,2897.656265
428,21.4,21.5,11035.511975,0.003334,544.45,1020.0,47537.279985,21657.834875,2367.575654,297.829533
429,21.45,21.55,10591.810639,0.003542,2037.4,3110.0,48641.714232,22116.645426,6009.819891,4098.715342
430,21.5,21.6,10091.748794,0.003751,956.11,1240.0,45448.79957,17863.698927,3178.115561,1069.651556
431,21.55,21.65,9728.537422,0.002917,980.05,1280.0,41475.801595,18177.361984,3101.953909,1025.89792
432,21.6,21.7,9600.871581,0.003542,2322.37,4290.0,42080.398026,19101.947777,6060.085339,4319.456611
433,21.65,21.75,9538.24623,0.005418,1495.1,1730.0,39596.117158,17827.080613,3549.64896,2088.500402
434,21.7,21.8,9194.709363,0.003751,851.59,1180.0,36223.497899,15231.391476,2325.960165,759.014554
435,21.75,21.85,9093.746174,0.002917,1358.76,1490.0,38105.911522,13711.712603,2885.592296,1670.09063
436,21.8,21.9,9022.515439,0.004584,1355.78,1440.0,39146.909993,16492.471358,3239.057433,1765.447671
437,21.85,21.95,8272.744808,0.005209,2150.22,3540.0,34343.161293,17646.746267,4595.136537,3267.993276
438,21.9,22.0,8359.213624,0.004376,1406.44,1550.0,37622.390033,15662.562515,3177.219226,1749.222971
439,21.95,22.05,8565.655105,0.002501,1003.84,1200.0,38023.009757,14587.183353,2413.923114,1009.330107
440,22.0,22.1,8265.821993,0.003334,703.77,930.0,39614.480487,15690.437334,1788.007017,554.923523
441,22.05,22.15,7925.434389,0.004376,1643.18,1710.0,35689.416781,21092.172218,3403.641645,2358.807967
442,22.1,22.2,7672.948169,0.003959,1993.2,2820.0,32341.594719,19625.829835,3972.713116,2853.623937
443,22.15,22.25,7816.800083,0.003334,922.81,1250.0,32256.105823,13126.891038,1969.101137,737.207152
444,22.2,22.3,7771.856429,0.002501,927.96,1170.0,31039.544999,16206.960728,2095.295305,744.047035
445,22.25,22.35,7525.869937,0.003751,815.99,1120.0,27711.985154,17247.279187,2032.525006,502.743436
446,22.3,22.4,7146.772229,0.003959,2350.97,4330.0,29006.022528,16263.4963,4579.833317,3221.054902
447,22.35,22.45,6842.733731,0.003542,1870.1,2490.0,29162.553116,13436.72697,3248.53746,2157.038226
448,22.4,22.5,6538.557898,0.003751,794.55,1120.0,27623.498632,11956.889218,1621.63649,445.605084
449,22.45,22.55,6447.613681,0.003334,992.33,1130.0,24972.305218,11423.623983,1699.669837,671.37007
450,22.5,22.6,6715.040659,0.003751,807.32,1090.0,28809.750685,11718.6639,1613.626012,522.031573
451,22.55,22.65,6631.239536,0.003334,1499.54,1700.0,30162.636851,12031.062078,2483.154713,1574.538631
452,22.6,22.7,6340.891986,0.003542,2299.72,4300.0,29834.564076,12654.976004,4019.354432,2990.614199
453,22.65,22.75,6047.859549,0.003959,1692.94,2040.0,28689.534647,11995.930971,2701.98484,1847.2128
454,22.7,22.8,5896.560011,0.002501,1068.44,1300.0,24690.842654,9840.581196,1716.473037,751.999661
455,22.75,22.85,5847.142476,0.002917,839.33,1110.0,24277.460388,9123.842085,1582.530141,480.395339
456,22.8,22.9,5632.199909,0.002917,1406.73,1560.0,24056.30373,8415.706181,1918.899791,1125.735083
457,22.85,22.95,5592.934063,0.001875,2001.87,3180.0,25144.462372,8015.715732,2681.589698,1941.763404
458,22.9,23.0,5456.743794,0.003542,1621.39,1950.0,23857.673135,8202.108717,2104.580262,1386.804808
459,22.95,23.05,5334.484636,0.003334,642.9,990.0,22738.448077,9375.786828,1217.636177,288.830562
460,23.0,23.1,5300.302325,0.001667,642.59,1040.0,20864.149604,8921.602147,1146.315504,280.477351
461,23.05,23.15,4941.921879,0.002709,983.96,1240.0,18765.83115,8448.681935,1241.08942,489.668443
462,23.1,23.2,4687.496473,0.003126,1326.0,1460.0,16762.102843,9271.438021,1544.505058,752.4074
463,23.15,23.25,4524.01796,0.003751,1831.38,2370.0,18079.226066,8585.207466,2010.260262,1312.464055
464,23.2,23.3,4388.610935,0.003334,1816.06,2380.0,17272.716881,6531.902219,1750.187989,1184.442778
465,23.25,23.35,4388.267673,0.002917,723.28,1070.0,16873.630058,7210.734931,888.035964,236.896303
466,23.3,23.4,4214.555859,0.002501,826.27,1100.0,16743.817249,7356.274929,956.827849,320.353061
467,23.35,23.45,4225.939502,0.002084,1525.27,1610.0,18520.725535,6923.058579,1464.84979,986.096082
468,23.4,23.5,4138.921456,0.002501,1318.11,1360.0,19006.013215,6200.834816,1020.630066,797.277211
469,23.45,23.55,3953.164089,0.002292,1700.08,2110.0,18762.205915,5923.099267,1590.484709,1157.96658
470,23.5,23.6,3914.114232,0.003126,1601.47,1910.0,16624.762585,7078.99179,1632.870654,979.59607
471,23.55,23.65,3709.205127,0.003334,842.47,1180.0,14699.674438,6669.139921,1041.340126,275.226095
472,23.6,23.7,3449.167359,0.002084,1421.93,1630.0,14542.818199,5632.945584,1164.59081,700.456059
473,23.65,23.75,3446.692914,0.003126,1600.72,1870.0,14366.131848,5008.926487,1213.714141,818.517006
474,23.7,23.8,3502.524346,0.003959,1884.93,2760.0,15268.282967,5155.1929,1529.002328,1106.694031
475,23.75,23.85,3358.152318,0.003334,613.48,940.0,13783.834697,4701.117036,621.79071,142.726854
476,23.8,23.9,3166.626899,0.002917,1262.08,1360.0,12493.697451,5737.89982,942.166226,511.477749
477,23.85,23.95,2996.820976,0.002501,1098.62,1300.0,10838.00757,5938.384474,784.227983,351.09545
478,23.9,24.0,2838.035787,0.003126,1555.72,1740.0,11160.560784,5186.949189,975.370973,628.102678
479,23.95,24.05,2697.810519,0.002709,1956.21,2880.0,11333.233216,4571.760518,1259.525792,882.613219
480,24.0,24.1,2667.410411,0.002917,2003.63,3060.0,10546.815872,4333.204997,1183.549546,856.360065
481,24.05,24.15,2749.292561,0.003334,1238.28,1400.0,11300.868801,3809.963299,696.99138,430.742952
482,24.1,24.2,2678.661753,0.002084,2273.2,4360.0,11573.286735,3869.743766,1475.252969,1094.753362
483,24.15,24.25,2556.181311,0.003126,2727.72,6130.0,11146.697464,3875.92368,2010.948945,1395.035287
484,24.2,24.3,2375.853142,0.002917,1420.52,1670.0,10618.878606,3207.262639,813.090267,494.419955
485,24.25,24.35,2241.165256,0.001667,495.44,1000.0,9168.063216,3780.141079,486.428281,41.716945
486,24.3,24.4,2251.945126,0.002917,519.88,1000.0,9346.333276,4354.104243,440.413885,50.765252
487,24.35,24.45,2158.942307,0.003334,1266.78,1340.0,8688.211967,4290.526115,577.617451,370.161277
488,24.4,24.5,2033.712814,0.002709,1733.66,2130.0,8805.002112,3187.005651,773.28989,569.083415
489,24.45,24.55,1923.592337,0.003542,1294.9,1380.0,7858.704532,2714.618033,492.804098,331.058325
490,24.5,24.6,1905.837776,0.002917,2026.44,3260.0,7905.369218,2974.957866,865.084035,645.088684
491,24.55,24.65,1861.288228,0.002084,1475.01,1600.0,7201.813104,3164.540566,574.678517,374.730529
492,24.6,24.7,1752.434957,0.002501,1992.97,3000.0,6798.586989,3041.587451,799.778398,559.827188
493,24.65,24.75,1618.672163,0.002084,1664.61,1970.0,6489.000199,2251.975484,559.238228,390.327163
494,24.7,24.8,1475.713988,0.001875,1576.72,1760.0,5721.663057,1725.455402,431.248742,309.090872
495,24.75,24.85,1404.601366,0.001875,1573.4,1780.0,5458.145918,1736.129523,436.508347,298.681838
496,24.8,24.9,1466.254718,0.002501,1052.48,1220.0,5908.520763,1979.682385,335.867886,176.896311
497,24.85,24.95,1491.878441,0.002501,669.66,990.0,6065.843907,1800.51764,263.489795,78.078023
498,24.9,25.0,1378.423911,0.002917,1444.2,1570.0,5689.367738,1658.312478,417.499498,281.263351
499,24.95,25.05,1289.286258,0.003959,2243.34,4210.0,5571.616881,1806.570131,729.079506,516.179158
500,25.0,25.1,1224.712048,0.003126,2067.22,3420.0,5623.647489,1754.252344,621.155047,455.042581
501,25.05,25.15,1179.446081,0.003334,1280.62,1370.0,5182.016895,1751.7695,329.938429,209.069612
502,25.1,25.2,1169.883675,0.002917,1026.29,1090.0,4637.730063,1783.590563,244.140717,134.289664
503,25.15,25.25,1078.979964,0.002084,1520.92,1690.0,4373.563911,1621.016389,343.414616,235.640122
504,25.2,25.3,988.585318,0.003126,1730.56,2190.0,4039.76204,1431.985284,366.309297,260.1576
505,25.25,25.35,957.672593,0.002292,2331.11,4580.0,4081.881516,1432.040187,537.918913,404.933022
